"the_geom","OBJECTID","CROSSING","RAILROAD","RRDIV","RRSUBDIV","HIGHWAY","STREET","TYPEXING","POSXING","STFIPS","CTFIPS","COUNTY","State_ABBR","TYPE"
"POINT (-75.83727805842443 39.25717509823064)","969","526421S","MDDE","","","","FARM","2","1","24","24029","Kent","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","970","526469U","MDDE","","","","DRIVEWAY","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.86240905643545 39.16161311838688)","971","526412T","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.06790702688478 38.5601122480427)","972","526380P","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.07017302658814 38.564769246467065)","973","526385Y","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.95297005201556 38.7457732060189)","974","526476E","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.76912507477131 39.34107907867265)","975","526429W","MDDE","","","","FARM","2","1","24","24029","Kent","MD","PR"
"POINT (-75.82649006047585 39.29085109050418)","976","526436G","MDDE","","","","FARM","2","1","24","24029","Kent","MD","PR"
"POINT (-75.95342105263728 38.745800206188356)","977","526477L","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-76.07017302658814 38.564769246467065)","978","526388U","MDDE","","","","DRIVEWAY","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.95653303053898 39.09906413435115)","979","526396L","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.76553907620217 39.343517077698365)","980","526454E","MDDE","","","","QUEEN ANNE CO-OP","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","981","526467F","MDDE","","","","DRIVEWAY","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","982","526473J","MDDE","","","","JCR","2","1","24","24019","Dorchester","MD","PR"
"POINT (-76.07017302658814 38.564769246467065)","983","526381W","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.06384802845871 38.553814248452454)","984","526377G","MDDE","","","","CPS CEN","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.07017302658814 38.564769246467065)","985","526384S","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.06651102831344 38.557258248418904)","986","526379V","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.63179579201034 39.530094072504184)","987","530865S","MDT","EASTERN","HARRISBURG","US 1","NORTH AVE","3","2","24","24005","Baltimore","MD","PR"
"POINT (-77.40353955797377 39.429439122201416)","988","517849C","MDT","EASTERN","HARRISBURG","","PETERS LANE","2","1","24","24021","Frederick","MD","PR"
"POINT (-76.50719984608655 39.304992112610236)","989","517643C","NS","HARRISBURG","101322","MU 50","RIVER DR","3","3","24","24015","Cecil","MD","PR"
"POINT (-76.50719984608655 39.304992112610236)","990","517644J","NS","HARRISBURG","101322","MU 8020","MILLERS ALLEY","3","3","24","24015","Cecil","MD","PR"
"POINT (-76.50719984608655 39.304992112610236)","991","517645R","NS","HARRISBURG","101322","US 222","CONOWINGO RD","3","3","24","24015","Cecil","MD","PR"
"POINT (-76.64559679065759 39.484092082317844)","992","535080A","MDT","EASTERN","HARRISBURG","MD45","YORK RD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.62419679484236 39.523491073725395)","993","535078Y","MDT","EASTERN","PHILADELPHIA","CO 241","PHOENIX RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","994","529798D","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-76.5494048324704 39.30092911559184)","995","530542W","NS","HARRISBURG","101259","MD 695","SBL MERRIOT BLVD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","996","529793U","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","997","529801J","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","998","529800C","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","999","529805L","DPL","EASTERN","PHILA","","(DE CECCO)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","1,000","529794B","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","1,001","529799K","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","1,002","529804E","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,003","529820N","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,004","529823J","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","1,005","529814K","DPL","EASTERN","PHILA","","(WAINWRIGHT'S)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,006","529822C","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,007","529825X","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","1,008","529815S","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","1,009","529796P","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.85437709037028 38.62427522660303)","1,010","529803X","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,011","529819U","DPL","EASTERN","PHILA","","(FARM ROAD-BELL)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.72785013986014 38.44242125984835)","1,012","529961X","MDT","EASTERN","PHILA","","(PATCHETT'S)","2","1","24","24041","Talbot","MD","PR"
"POINT (-75.96195003982008 38.918742171141105)","1,013","529968V","MDT","EASTERN","PHILA","","(CORDOVA SPLY CO)","2","1","24","24041","Talbot","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,014","529817F","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,015","529828T","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,016","529834W","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,017","529824R","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,018","529831B","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,019","529821V","DPL","EASTERN","PHILA","","(FARM XING)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,020","529836K","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,021","529832H","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-76.50249984819519 39.29019111553505)","1,022","530544K","NS","HARRISBURG","101259","MD 695","PATAPSCO FREEWAY","3","2","24","24005","Baltimore","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,023","529829A","DPL","EASTERN","PHILA","","(FARM ROAD) AGWAY","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,024","529826E","DPL","EASTERN","PHILA","","(FRM RD) CARNELL","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,025","529833P","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-76.50249984819519 39.29019111553505)","1,026","530545S","NS","HARRISBURG","101259","MD 695","PATAPSCO FREEWAY","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.12484494632344 39.612541037027086)","1,027","530168F","NS","HARRISBURG","101254","","UNKNOWN","2","1","24","24015","Cecil","MD","PR"
"POINT (-76.56039983126985 39.25759112485881)","1,028","530681S","NS","HARRISBURG","101260","","PVT","2","1","24","24005","Baltimore","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,029","529818M","DPL","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-76.46469686083583 39.27519211777568)","1,030","530665H","NS","HARRISBURG","101260","MU 952","HAVEN ST.","3","3","24","24005","Baltimore","MD","PR"
"POINT (-75.8254011077454 38.487014253830836)","1,031","529835D","DPL","EASTERN","CHESAPEAKE DIV","","(FARM ROAD)","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.68994716684612 38.184665311601705)","1,032","529952Y","MDT","EASTERN","PHILA","","(FARM XING)","2","1","24","24011","Caroline","MD","PR"
"POINT (-76.4763238566152 39.280384116830774)","1,033","530854E","MDT","EASTERN","HARRISBURG","MU 989","41TH ST","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.0785449642593 39.56914504461539)","1,034","530164D","NS","HARRISBURG","101254","","TRAILER PARK","2","1","24","24015","Cecil","MD","PR"
"POINT (-76.46304085641462 39.34874710245935)","1,035","530856T","MDT","EASTERN","HARRISBURG","MU 1023","29TH ST.","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.44697386250996 39.33042110607034)","1,036","530858G","MDT","EASTERN","HARRISBURG","","JFX SPUR TO MD 25","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.48229785484097 39.28299311651954)","1,037","530864K","MDT","EASTERN","HARRISBURG","MU 1710","MD AVE","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.50449884596485 39.302692113081946)","1,038","530857A","MDT","EASTERN","HARRISBURG","","CEDAR AVE","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.06429896834726 39.56059204538956)","1,039","530170G","NS","HARRISBURG","101254","","FIRESTONE #2","2","1","24","24015","Cecil","MD","PR"
"POINT (-76.65139579658265 39.375892104019904)","1,040","530835A","MDT","EASTERN","HARRISBURG","MD 25","FALLS RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.64520079695318 39.3986930995643)","1,041","530839C","MDT","EASTERN","HARRISBURG","CO 1474","RUXTON RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.50449884596485 39.302692113081946)","1,042","530863D","MDT","EASTERN","HARRISBURG","MU 1510","CALVERT ST","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.50543784567901 39.30348911330925)","1,043","530834T","MDT","EASTERN","HARRISBURG","MU 957","PRESTON ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.50449884596485 39.302692113081946)","1,044","530833L","MDT","EASTERN","HARRISBURG","MD 139","CHARLES ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.74490176666913 39.37749110711082)","1,045","530838V","MDT","EASTERN","HARRISBURG","I-695","BALTO BELTWAY","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.68669679673913 39.184593143563085)","1,046","530847U","MDT","EASTERN","HARRISBURG","","LAND FILL","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.653195796085 39.37249310464365)","1,047","530849H","MDT","EASTERN","HARRISBURG","I-83","JONES FALLS EXPWY","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.53059183820022 39.297874115548645)","1,048","530852R","MDT","EASTERN","HARRISBURG","MU 2200","KELLEY AVE","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.70594579624249 39.08859216364038)","1,049","530860H","MDT","EASTERN","HARRISBURG","MU 1700","HOWARD ST.","3","2","24","24510","Baltimore","MD","PR"
"POINT (-75.69738616642476 38.144184320316846)","1,050","529947C","MDT","EASTERN","PHILA","","(FARM XING)","2","1","24","24011","Caroline","MD","PR"
"POINT (-76.50569684600526 39.29689411424385)","1,051","530687H","NS","HARRISBURG","101257","MU 438","EASTERN AVE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.33497389396146 39.397853088477696)","1,052","530832E","MDT","EASTERN","HARRISBURG","MU 957","BIDDLE ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.653195796085 39.37249310464365)","1,053","530837N","MDT","EASTERN","HARRISBURG","I-83","RAMP","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.64510079201298 39.473693084710376)","1,054","530845F","MDT","EASTERN","HARRISBURG","CO 773","PADONIA RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.69100378534196 39.3428301120389)","1,055","530831X","MDT","EASTERN","PHILADELPHIA","MU 1382","FALLSWAY","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.6448947960876 39.40929409726959)","1,056","530836G","MDT","EASTERN","HARRISBURG","CO 1400","JOPPA RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.64555179094067 39.479541083423776)","1,057","530844Y","MDT","EASTERN","HARRISBURG","","PVT RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-75.69000816716556 38.18574131146322)","1,058","529953F","MDT","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24011","Caroline","MD","PR"
"POINT (-76.50249984819519 39.29019111553505)","1,059","530855L","MDT","EASTERN","HARRISBURG","MU 55","COLD SPRING LANE","3","2","24","24510","Baltimore","MD","PR"
"POINT (-75.68916116818706 38.171493313862804)","1,060","529951S","MDT","EASTERN","PHILA","","(FARM XING)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.70413016593233 38.12889132329732)","1,061","530587D","MDT","EASTERN","PHILA","","COLLINS","2","1","24","24039","Somerset","MD","PR"
"POINT (-75.69454816743368 38.150619318888765)","1,062","529949R","MDT","EASTERN","PHILA","","(FARM XING)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.67285716812185 38.25172829686004)","1,063","530580F","NS","HARRISBURG","101272","US 13","OCEAN HWY","3","2","24","24039","Somerset","MD","PR"
"POINT (-75.70397016549408 38.12925732374657)","1,064","529946V","MDT","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.7002241665424 38.137714322025154)","1,065","530803U","MDT","EASTERN","PHILA","","PRIVATE ROAD","2","1","24","24039","Somerset","MD","PR"
"POINT (-76.51720184300001 39.301849113741575)","1,066","530853X","MDT","EASTERN","HARRISBURG","MU 1022","NORTHERN PARKWAY","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.50449884596485 39.302692113081946)","1,067","530862W","MDT","EASTERN","HARRISBURG","MD 139","ST. PAUL ST","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.47136485483622 39.34265110377967)","1,068","530861P","MDT","EASTERN","HARRISBURG","MU 1450","GUILFORD AVE","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.52290084387796 39.2509911246715)","1,069","530676V","NS","HARRISBURG","101260","MU 908","BROENING HWY","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.96185875706264 38.4236103083713)","1,070","532274V","PEPZ","EASTERN REG","PHILA","","LEVINS RD # 1","2","1","24","24017","Charles","MD","PR"
"POINT (-76.95251976203741 38.386791315379156)","1,071","532279E","PEPZ","EASTERN REG.","PHILA","","FARM RD.","2","1","24","24017","Charles","MD","PR"
"POINT (-76.04659796550052 39.707370015270904)","1,072","531813D","CECO","EASTERN","PHILA","CO 403","STEVENS ROAD","3","3","24","24015","Cecil","MD","PR"
"POINT (-76.97459175658304 38.355636322511714)","1,073","532280Y","PEPZ","EASTERN REG","PHILA","","FARM RD X-ING","2","1","24","24017","Charles","MD","PR"
"POINT (-76.9557017618438 38.379184316780524)","1,074","532281F","PEPZ","EASTERN REG","PHILA","MD257","ROCK POINT RD","3","2","24","24017","Charles","MD","PR"
"POINT (-76.06539696042545 39.69095101993093)","1,075","531816Y","CECO","EASTERN","PHILA","CO 50","HOPEWELL ROAD","3","2","24","24015","Cecil","MD","PR"
"POINT (-76.95403876023894 38.41536730914388)","1,076","532275C","PEPZ","EASTERN REG.","PHILA","","LEVINS RD. # 2","2","1","24","24017","Charles","MD","PR"
"POINT (-76.97234075358648 38.42700230761765)","1,077","532273N","PEPZ","EASTERN REG.","PHILA","","SILLS RD","2","1","24","24017","Charles","MD","PR"
"POINT (-76.9519707616473 38.387947314605015)","1,078","532278X","PEPZ","EASTERN REG.","PHILA","","PRIVATE ROAD","2","1","24","24017","Charles","MD","PR"
"POINT (-77.74306043972624 39.60975209946496)","1,079","470733P","NS","EASTERN","SHEN","SR632","DOWNSVILLE PIKE","3","2","24","24043","Washington","MD","PR"
"POINT (-76.84561675993614 38.971782192423795)","1,080","903350M","ATK","MID-ATLANTIC","","MD 193","GLENDALE RD","3","2","24","24033","Prince George's","MD","PR"
"POINT (-76.97658275169974 38.43607730589857)","1,081","532272G","PEPZ","EASTERN REG.","PHILA","","WINSTEAD RD","2","1","24","24017","Charles","MD","PR"
"POINT (-76.95773076215862 38.36610831951849)","1,082","532277R","PEPZ","EASTERN REG","PHILA","","PRIVATE ROAD","2","1","24","24017","Charles","MD","PR"
"POINT (-76.95068876148835 38.40794331032804)","1,083","532276J","PEPZ","EASTERN REG","PHILA","MD234","BUDDS CREEK RD","3","2","24","24017","Charles","MD","PR"
"POINT (-77.16000861828851 39.67063906486027)","1,084","534723P","MDT","EASTERN","HARRISBURG","","HESS","2","1","24","24013","Carroll","MD","PR"
"POINT (-77.15438562018974 39.675556063247534)","1,085","534721B","MDT","EASTERN","HARRISBURG","OP 59","COPPENHAVER","2","1","24","24013","Carroll","MD","PR"
"POINT (-77.13849362342127 39.68879306065338)","1,086","534713J","MDT","EASTERN","HARRISBURG","","HARMANS","2","1","24","24013","Carroll","MD","PR"
"POINT (-77.22930660205172 39.58418208474093)","1,087","534988S","MMID","EASTERN","HARRISBURG","","DEBARRYS","2","1","24","24013","Carroll","MD","PR"
"POINT (-77.16940861568972 39.66247506652383)","1,088","534727S","MDT","EASTERN","HARRISBURG","","PRIVATE ROAD","2","3","24","24013","Carroll","MD","PR"
"POINT (-77.24150559757842 39.58952308362437)","1,089","534994V","MMID","EASTERN","HARRISBURG","CO 510","KEYMAR ROAD","3","3","24","24021","Frederick","MD","PR"
"POINT (-77.3887305646971 39.39534712812406)","1,090","534997R","MMID","EASTERN","HARRISBURG","","BEHIELS","2","1","24","24021","Frederick","MD","PR"
"POINT (-77.315549577273 39.54689009565733)","1,091","534998X","MMID","EASTERN","HARRISBURG","","FICKS","2","1","24","24021","Frederick","MD","PR"
"POINT (-77.31562557794281 39.546669095222164)","1,092","535004G","MMID","EASTERN","HARRISBURG","","EYLERS","2","1","24","24021","Frederick","MD","PR"
