"the_geom","OBJECTID","CROSSING","RAILROAD","RRDIV","RRSUBDIV","HIGHWAY","STREET","TYPEXING","POSXING","STFIPS","CTFIPS","COUNTY","State_ABBR","TYPE"
"POINT (-76.9169977417283 38.91689320621198)","1,455","529590P","ATK","MID-ATLANTIC","","US 50","ROUTE 50","3","2","24","24033","Prince George's","MD","PR"
"POINT (-75.98972902268237 39.06536814216211)","1,456","530378V","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.07890096348632 39.56909104438013)","1,457","530726W","ATK","MID-ATLANTIC","","","BROMWELLS RD","2","2","24","24015","Cecil","MD","PR"
"POINT (-76.30809589972345 39.442394078148396)","1,458","530689W","ATK","MID-ATLANTIC","","MD 755","EDGEWOOD ROAD","3","3","24","24025","Harford","MD","PR"
"POINT (-76.69619579128543 39.22659313572094)","1,459","529547J","ATK","MID-ATLANTIC","","MU 957","WASHINGTON ST.","3","3","24","24005","Baltimore","MD","PR"
"POINT (-75.97232602642197 39.08366013753397)","1,460","530375A","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.70611378826683 39.22393413696526)","1,461","529537D","ATK","MID-ATLANTIC","","CO 2","PATAPSCO ROAD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","1,462","532066U","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","1,463","529808G","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","1,464","529809N","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","1,465","529858K","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.83257105969176 39.271141095160615)","1,466","530363F","MDDE","","","","DRIVEWAY","2","1","24","24029","Kent","MD","PR"
"POINT (-76.07017302658814 38.564769246467065)","1,467","532074L","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.83159809595719 38.65627221934444)","1,468","532053T","MDDE","","","","TRI-GAS","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","1,469","529813D","MDDE","","","","PEP-UP","2","1","24","24019","Dorchester","MD","PR"
"POINT (-78.88335309135181 39.534526159282464)","1,470","918172X","CSX","C&O","MOUNTAIN","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-75.27535829177258 38.26894727987448)","1,471","531858K","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-77.12332662788953 39.703651057151326)","1,472","531851M","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-75.84741805684513 39.22664210473004)","1,473","530368P","MDDE","","","","FARM","2","1","24","24029","Kent","MD","PR"
"POINT (-76.61315331451188 39.26663092502526)","1,474","918128K","CSX","BALTIMORE","HANOVER","","I 95 NB","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.61299781446422 39.266905924667)","1,475","918129S","CSX","BALTIMORE","HANOVER","","I 95 SB","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.61962581170573 39.279969922303046)","1,476","918326F","CSX","BALTIMORE","BALTIMORE TERM","I-395","LEE STREET RAMP","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.62103581164529 39.27450872371982)","1,477","918162S","CSX","BALTIMORE","BALTIMORE TERM","I-395","I-395 SB","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.61967281131659 39.27978382202427)","1,478","918483Y","CSX","BALTIMORE","BALTIMORE TERM","I-395","MLK JR BLVD NB RP","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.59650082157788 39.24083932889808)","1,479","918010V","CSX","BALTIMORE","BALTIMORE TERM","I-895","I-895","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.62073381235219 39.27440882340484)","1,480","918228P","CSX","BALTIMORE","BALTIMORE TERM","I-395","I-395 NB","3","2","24","24510","Baltimore","MD","PR"
"POINT (-78.020276352269 39.62622410693909)","1,481","832420C","CSX","BALTIMORE","LURGAN","","HILLARDS XING","2","1","24","24043","Washington","MD","PR"
"POINT (-77.43603254774199 39.43482912218158)","1,482","832575U","CSX","C&O","THOMAS","","PRIVATE ROAD","2","1","24","24023","Garrett","MD","PR"
"POINT (-79.45352592345434 39.40845820775125)","1,483","832571S","CSX","C&O","THOMAS","US 50","GEORGE WASH. HWY.","3","2","24","24023","Garrett","MD","PR"
"POINT (-76.37106888493 39.36343309651742)","1,484","530719L","ATK","MID-ATLANTIC","","SR  150","EASTERN AVENUE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.59599782045036 39.26699212415755)","1,485","918591V","CSX","BALTIMORE","BALTIMORE TERM","","WEYERHAUSER IND","2","1","24","24510","Baltimore","MD","PR"
"POINT (-76.61981181154019 39.279461522475586)","1,486","918482S","CSX","BALTIMORE","BALTIMORE TERM","I-395","MLK JR BLVD SB RP","3","2","24","24510","Baltimore","MD","PR"
"POINT (-77.81889841718083 39.607994102688195)","1,487","534904U","NS","HARRISBURG","HAGERSTOWN","INTERST","DWIGHT D EISENHOW","3","2","24","24043","Washington","MD","PR"
"POINT (-77.72540044374581 39.64599209135295)","1,488","534895X","NS","HARRISBURG","101331","US40","FRANKLIN ST","3","3","24","24043","Washington","MD","PR"
"POINT (-77.73560043853772 39.67059308702039)","1,489","534890N","NS","HARRISBURG","101331","I81","","3","2","24","24043","Washington","MD","PR"
"POINT (-77.72219544392276 39.65139408999075)","1,490","534899A","NS","HARRISBURG","101331","MU 300","BURHANS BLVD","3","2","24","24043","Washington","MD","PR"
"POINT (-77.76360043313417 39.626590097127085)","1,491","534902F","NS","HARRISBURG","HAGERSTOWN","CO 666","HALFWAY BLVD","3","2","24","24043","Washington","MD","PR"
"POINT (-77.43315654876085 39.42912612346648)","1,492","832573F","CSX","C&O","THOMAS","","PRIVATE ROAD","2","1","24","24023","Garrett","MD","PR"
"POINT (-77.7274984431289 39.64409209161568)","1,493","534897L","NS","HARRISBURG","101331","MU 40","ANTIETAM ST","3","3","24","24043","Washington","MD","PR"
"POINT (-77.9178893840435 39.62998510217006)","1,494","832410W","CSX","BALTIMORE","LURGAN","","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.92857138081658 39.62934510308951)","1,495","832411D","CSX","BALTIMORE","LURGAN","","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.73909543681751 39.67937108556768)","1,496","534889U","NS","HARRISBURG","101331","OP24","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.86977840068515 39.61762610323865)","1,497","832404T","CSX","BALTIMORE","LURGAN","PRIVATE","MARTIN MARIETTA","2","1","24","24043","Washington","MD","PR"
"POINT (-77.8268944145223 39.59949110472042)","1,498","832402E","CSX","BALTIMORE","LURGAN","","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.9711273697066 39.608738108438345)","1,499","832417U","CSX","BALTIMORE","LURGAN","CO 69","MCCOYS FERRY RD","3","3","24","24043","Washington","MD","PR"
"POINT (-77.72440044345035 39.647194090899006)","1,500","534893J","NS","HARRISBURG","101331","MU 440","CHURCH ST","3","3","24","24043","Washington","MD","PR"
"POINT (-77.73139744199788 39.639892092655415)","1,501","534882W","NS","HARRISBURG","101331","","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.72649844306886 39.64479009208588)","1,502","534896E","NS","HARRISBURG","101331","US40","WASHINGTON AVE","3","3","24","24043","Washington","MD","PR"
"POINT (-77.89751139018108 39.63093910105012)","1,503","832408V","CSX","BALTIMORE","LURGAN","CO 98","SHANK RD","3","3","24","24043","Washington","MD","PR"
"POINT (-77.7274984431289 39.64409209161568)","1,504","832386X","CSX","BALTIMORE","LURGAN","MU 340","ANTIETAM ST.","3","3","24","24043","Washington","MD","PR"
"POINT (-77.7235004429818 39.65379308966039)","1,505","534891V","NS","HARRISBURG","101331","MU 1690","MITCHELL AVE","3","3","24","24043","Washington","MD","PR"
"POINT (-77.72219544392276 39.65139408999075)","1,506","534892C","NS","HARRISBURG","101331","MU 300","BURHANS BLVD","3","2","24","24043","Washington","MD","PR"
"POINT (-77.73978943897346 39.64162409277736)","1,507","534898T","NS","HARRISBURG","101331","MU 300","BURHANS BLVD","3","2","24","24043","Washington","MD","PR"
"POINT (-77.9496663755843 39.62188710477119)","1,508","832414Y","CSX","BALTIMORE","LURGAN","CO 94","HASSETT RD","3","3","24","24043","Washington","MD","PR"
"POINT (-77.81870941636147 39.60813010299321)","1,509","832400R","CSX","BALTIMORE","LURGAN","","PRIVATE ROAD","2","3","24","24043","Washington","MD","PR"
"POINT (-77.81230541804557 39.614882101130675)","1,510","832394P","CSX","BALTIMORE","LURGAN","MD 63","GREENCASTLE PIKE","3","2","24","24043","Washington","MD","PR"
"POINT (-76.83898672514586 39.57157907239187)","1,511","832017B","CSX","BALTIMORE","HANOVER","OP 152","HAMPSHIRE RD","2","1","24","24013","Carroll","MD","PR"
"POINT (-77.43364454858683 39.42997712308953)","1,512","832574M","CSX","C&O","THOMAS","","PRIVATE ROAD","2","1","24","24023","Garrett","MD","PR"
"POINT (-77.73169444190557 39.64019409261496)","1,513","832387E","CSX","BALTIMORE","LURGAN","I-81","","3","2","24","24043","Washington","MD","PR"
"POINT (-76.84428972191621 39.59103706826703)","1,514","832024L","CSX","BALTIMORE","HANOVER","MD 482","MEXICO RD","3","2","24","24013","Carroll","MD","PR"
"POINT (-76.83647672685439 39.547985076839886)","1,515","832010D","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.81658673776592 39.4724580914585)","1,516","831987D","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.83466872797418 39.54457807774584)","1,517","832009J","CSX","BALTIMORE","HANOVER","","CARNIVAL GRD RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.82553673319416 39.51228708382733)","1,518","832001E","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-77.43105054949561 39.42694112321145)","1,519","832572Y","CSX","C&O","THOMAS","","PRIVATE ROAD","2","1","24","24023","Garrett","MD","PR"
"POINT (-77.72440044345035 39.647194090899006)","1,520","831841K","CSX","BALTIMORE","LURGAN","MU 440","CHURCH ST.","3","3","24","24043","Washington","MD","PR"
"POINT (-76.83052573291953 39.49524708679171)","1,521","831995V","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.8308087294736 39.54022607844575)","1,522","832007V","CSX","BALTIMORE","HANOVER","CO174","DOVER RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.83171573149295 39.497478086697825)","1,523","831996C","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.83867372637904 39.55324907600743)","1,524","832011K","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.82399473359779 39.51389308277516)","1,525","831989S","CSX","BALTIMORE","HANOVER","","CLIFF SULLIVAN RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.82988473263543 39.494049087389854)","1,526","831994N","CSX","BALTIMORE","HANOVER","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-77.75512443452746 39.63126309599552)","1,527","534901Y","NS","HARRISBURG","HAGERSTOWN","NONE","PRIVATE","2","1","24","24043","Washington","MD","PR"
"POINT (-77.79194742416642 39.6228740984856)","1,528","832390M","CSX","BALTIMORE","LURGAN","I-70","","3","2","24","24043","Washington","MD","PR"
"POINT (-77.70869944783254 39.64989109062212)","1,529","831833T","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-77.87818639672128 39.6240151017287)","1,530","832405A","CSX","BALTIMORE","LURGAN","","PRIVATE ROAD","2","2","24","24043","Washington","MD","PR"
"POINT (-77.72219544392276 39.65139408999075)","1,531","832385R","CSX","BALTIMORE","LURGAN","MU 300","BURHANS BLVD.","3","3","24","24043","Washington","MD","PR"
"POINT (-77.68523145575331 39.651302088870864)","1,532","831831E","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-77.76360043313417 39.626590097127085)","1,533","832388L","CSX","BALTIMORE","LURGAN","CO 666","HALFWAY BLVD","3","2","24","24043","Washington","MD","PR"
"POINT (-77.81652641769732 39.61047410198111)","1,534","832395W","CSX","BALTIMORE","LURGAN","","PRIVATE ROAD","2","3","24","24043","Washington","MD","PR"
"POINT (-77.72649844306886 39.64479009208588)","1,535","831843Y","CSX","BALTIMORE","LURGAN","US 40","WASHINGTON ST.","3","3","24","24043","Washington","MD","PR"
"POINT (-77.54283649773316 39.68054907788497)","1,536","831818R","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-77.70290144981267 39.65069208968579)","1,537","831834A","CSX","BALTIMORE","HANOVER","MU 1900","PANGBORN BLVD.","3","3","24","24043","Washington","MD","PR"
"POINT (-76.82161473684764 39.47750109013004)","1,538","831990L","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.7816827523555 39.42540309930957)","1,539","831980F","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-77.6118974789738 39.64659108664366)","1,540","831823M","CSX","BALTIMORE","HANOVER","","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.56429849335535 39.655193083125184)","1,541","831812A","CSX","BALTIMORE","HANOVER","MD 64","SMITHSBURG PIKE","3","2","24","24043","Washington","MD","PR"
"POINT (-77.72540044374581 39.64599209135295)","1,542","831842S","CSX","BALTIMORE","LURGAN","US 40","FRANKLIN ST.","3","3","24","24043","Washington","MD","PR"
"POINT (-77.52452650214107 39.70841907170021)","1,543","831802U","CSX","BALTIMORE","HANOVER","CO 266","BLUE MOUNTAIN RD.","3","2","24","24043","Washington","MD","PR"
"POINT (-76.83878872574776 39.57020507215511)","1,544","832016U","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24013","Carroll","MD","PR"
"POINT (-76.85049971944763 39.60199306677475)","1,545","832019P","CSX","BALTIMORE","HANOVER","CO446","HOUCKSVILLE RD","3","2","24","24013","Carroll","MD","PR"
"POINT (-77.54283649773316 39.68054907788497)","1,546","831817J","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-76.78099575264747 39.419891100636875)","1,547","831658E","CSX","BALTIMORE","HANOVER","US 140","REISTERSTOWN RD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.80689774150532 39.463192092866336)","1,548","831985P","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.69499778475802 39.346592111819774)","1,549","831647S","CSX","BALTIMORE","HANOVER","MD 1022","NORTHERN PKWY","3","3","24","24005","Baltimore","MD","PR"
"POINT (-79.48009191506388 39.41109420832861)","1,550","832570K","CSX","C&O","THOMAS","","PRIVATE ROAD","2","3","24","24023","Garrett","MD","PR"
"POINT (-77.54292849747858 39.68117107787609)","1,551","831809S","CSX","BALTIMORE","HANOVER","CO 261","RAVEN ROCK RD","3","3","24","24043","Washington","MD","PR"
"POINT (-77.51180050568581 39.71363807013008)","1,552","831800F","CSX","BALTIMORE","HANOVER","MD 81","PENNERSVILLE RD.","3","3","24","24043","Washington","MD","PR"
"POINT (-76.80689774150532 39.463192092866336)","1,553","831984H","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.73549477022814 39.37239010759354)","1,554","831651G","CSX","BALTIMORE","HANOVER","CO 1716","CHURCH LANE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-77.93935937735459 39.62845210352977)","1,555","832412K","CSX","BALTIMORE","LURGAN","CO 760","CHARLES MILL RD","3","3","24","24043","Washington","MD","PR"
"POINT (-77.67910545793794 39.65062308845928)","1,556","831825B","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-76.80605874252768 39.4624400931557)","1,557","831983B","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.3163658992844 39.405902085861385)","1,558","530667W","NS","HARRISBURG","101260","MU 952","LOMBARD ST.","3","3","24","24005","Baltimore","MD","PR"
"POINT (-77.65730046489652 39.64389408970841)","1,559","831828W","CSX","BALTIMORE","HANOVER","OP 66","WARRENFELTZ ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-76.66499879547878 39.322193115853985)","1,560","831639A","CSX","BALTIMORE","HANOVER","MD 26","LIBERTY HEIGHTS","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.69299878435437 39.34539411190095)","1,561","831646K","CSX","BALTIMORE","HANOVER","MD 2160","RODGERS AVE","3","3","24","24510","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,704","858247C","PBR","SPARROWS POINT","","","GRAYS RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-77.48017651534626 39.718956067703914)","1,562","831797A","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-76.67079679483608 39.294292120957415)","1,563","831626Y","CSX","BALTIMORE","HANOVER","US 40","EDMONDSON AVE","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.76469975929542 39.39119310495024)","1,564","831655J","CSX","BALTIMORE","HANOVER","MD 37","MC DONOGH RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.72789577232561 39.36809110884303)","1,565","831650A","CSX","BALTIMORE","HANOVER","CO 1707","SUDBROOK RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.75569676258007 39.38209110707871)","1,566","831653V","CSX","BALTIMORE","HANOVER","I695","BALTO. BELTWAY","3","3","24","24005","Baltimore","MD","PR"
"POINT (-77.49070451267654 39.71100606928346)","1,567","831798G","CSX","BALTIMORE","HANOVER","CO 288","BUENA VISTA RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-75.69109116496585 38.20598230673089)","1,568","530574C","NS","HARRISBURG","101272","","TREEHERN","2","1","24","24039","Somerset","MD","PR"
"POINT (-75.6650071702779 38.26210429489871)","1,569","530578E","NS","HARRISBURG","101272","","MILES LANGFORD","2","1","24","24039","Somerset","MD","PR"
"POINT (-76.50607884618857 39.304039113155675)","1,570","530664B","NS","HARRISBURG","101260","MU 1370","MONUMENT ST","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.82050073690691 39.47509309067257)","1,571","831664H","CSX","BALTIMORE","HANOVER","MD 128","BUTLER RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.65939879784769 39.30619011832164)","1,572","831631V","CSX","BALTIMORE","HANOVER","MD 2000","BAKER ST","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.50569684600526 39.29689411424385)","1,573","530674G","NS","HARRISBURG","101260","MU 438","EASTERN AVE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.47606986053165 39.219267129199714)","1,574","530554R","NS","HARRISBURG","101259","MD 695","WBL OUTER HARBOR","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.73940076907849 39.374393107649944)","1,575","831652N","CSX","BALTIMORE","HANOVER","CO 1700","OLD COURT RD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.52290084387796 39.2509911246715)","1,576","530680K","NS","HARRISBURG","101260","MD695A","BROENING HWY","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.66079479903307 39.28049112386653)","1,577","831623D","CSX","BALTIMORE","HANOVER","MD 144","FREDERICK ROAD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.66019979659127 39.315593116417055)","1,578","831638T","CSX","BALTIMORE","HANOVER","MD 1023","GWYNNS FALLS PKWY","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.47219585817824 39.27869411670494)","1,579","530548M","NS","HARRISBURG","101259","CO 5820","COVE RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.82009673450993 39.51829108219712)","1,580","831991T","CSX","BALTIMORE","HANOVER","CO180","PINEY GROVE RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.66639479600087 39.302791119116904)","1,581","831628M","CSX","BALTIMORE","HANOVER","MU 2070","BLOOMINGDALE RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.66389979739982 39.28759312237444)","1,582","831624K","CSX","BALTIMORE","HANOVER","MD 1670","BALTIMORE ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.50569684600526 39.29689411424385)","1,583","530541P","NS","HARRISBURG","101259","MD 150","EASTERN AVE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.65720179816101 39.30489311902029)","1,584","831630N","CSX","BALTIMORE","HANOVER","MD 2040","BRADDISH AVE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.5048958470891 39.29249211544253)","1,585","530673A","NS","HARRISBURG","101260","I-895","TUNNEL APPROACH","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.47606986053165 39.219267129199714)","1,586","530553J","NS","HARRISBURG","101259","MD 695","EBL OUTER HARBOR","3","2","24","24005","Baltimore","MD","PR"
"POINT (-75.64414817509021 38.289081288063336)","1,587","530467M","NS","HARRISBURG","101239","","LEONARDS","2","1","24","24045","Wicomico","MD","PR"
"POINT (-76.6221978137409 39.24139412991017)","1,588","831622W","CSX","BALTIMORE","HANOVER","US 1","WILKENS AVE","3","2","24","24005","Baltimore","MD","PR"
"POINT (-75.61950518074856 38.32152928127071)","1,589","530223D","NS","HARRISBURG","101272","MU 1632","MAIN ST","3","3","24","24045","Wicomico","MD","PR"
"POINT (-76.77670075462237 39.413292101276234)","1,590","831656R","CSX","BALTIMORE","HANOVER","CO 2251","PAINTERS MILL RD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.62229680951339 39.31069111621703)","1,591","831637L","CSX","BALTIMORE","HANOVER","MD 2210","W NORTH AVE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.5494048324704 39.30092911559184)","1,592","530543D","NS","HARRISBURG","101259","MD 695","NBL MERRIOT BLVD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.67009479464306 39.299694120329725)","1,593","831627F","CSX","BALTIMORE","HANOVER","MD 1910","FRANKLINTOWN ROAD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.8272687342998 39.49043208757882)","1,594","831992A","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.65299779941606 39.30369111911777)","1,595","831629U","CSX","BALTIMORE","HANOVER","MD 2030","POPLAR GROVE RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-75.58861318756931 38.380958267303434)","1,596","530216T","NS","HARRISBURG","101272","US 13","SALISBURY BLVD","3","2","24","24045","Wicomico","MD","PR"
"POINT (-75.61858218175722 38.32271928045784)","1,597","530221P","NS","HARRISBURG","101272","US 50","SALISBURY PARKWAY","3","3","24","24045","Wicomico","MD","PR"
"POINT (-76.47606986053165 39.219267129199714)","1,598","530556E","NS","HARRISBURG","101259","MD 151","NORTH POINT BLVD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-77.60472648044352 39.645866087364354)","1,599","831858N","CSX","BALTIMORE","LURGAN","","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.67910545793794 39.65062308845928)","1,600","831824U","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-77.53764849927029 39.68749207603162)","1,601","831807D","CSX","BALTIMORE","HANOVER","CO 264","EDGEMONT RD.","3","3","24","24043","Washington","MD","PR"
"POINT (-75.56797821135947 38.07567032986932)","1,602","530585P","NS","HARRISBURG","101272","","PRIVATE ROAD","2","1","24","24047","Worcester","MD","PR"
"POINT (-77.6185964766092 39.6476930868938)","1,603","831820S","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-76.50719984608655 39.304992112610236)","1,604","530161H","NS","HARRISBURG","101258","US 1","WILKINS AVE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.61345331471193 39.266343124481196)","1,605","831611J","CSX","BALTIMORE","HANOVER","MU44320","MC COMAS ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-77.54165349856967 39.68529907687575)","1,606","831806W","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-77.53899149874535 39.69060107570969)","1,607","831805P","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-78.77168011801113 39.65110713190242)","1,608","832526X","CSX","C&O","GEORGES CREEK","","PR IVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-78.95950007282059 39.45501717799159)","1,609","832516S","CSX","C&O","THOMAS","CO 232","21ST BRIDGERD","3","3","24","24001","Allegany","MD","PR"
"POINT (-76.06429896834726 39.56059204538956)","1,610","530171N","NS","HARRISBURG","101254","","FIRESTONE #3","2","1","24","24015","Cecil","MD","PR"
"POINT (-76.07831996390698 39.567510044579414)","1,611","530165K","NS","HARRISBURG","101254","","TRAILER PARK","2","1","24","24015","Cecil","MD","PR"
"POINT (-78.89423108823368 39.52354416180927)","1,612","832522V","CSX","C&O","THOMAS","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-76.83833871852258 39.678234051324495)","1,613","832049G","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24013","Carroll","MD","PR"
"POINT (-76.85819771524743 39.624492062287416)","1,614","832037M","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24013","Carroll","MD","PR"
"POINT (-76.47540085310462 39.33969110470891)","1,615","530668D","NS","HARRISBURG","101260","US 40","PULASKI HWY","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.65939879784769 39.30619011832164)","1,616","831636E","CSX","BALTIMORE","HANOVER","MD 2000","BAKER ST","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.61478951485182 39.26525602480373)","1,617","831597R","CSX","BALTIMORE","HANOVER","MD 2","HANOVER ST BRIDGE","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.66688079971465 39.24107113211789)","1,618","831847B","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24510","Baltimore","MD","PR"
"POINT (-78.9606060722868 39.450885179518544)","1,619","832518F","CSX","C&O","THOMAS","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-76.66688079971465 39.24107113211789)","1,620","831848H","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24510","Baltimore","MD","PR"
"POINT (-77.50275950834278 39.71950106874318)","1,621","831803B","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-75.66419017699506 38.14041132002092)","1,622","530258E","NS","HARRISBURG","101272","","STEVENSON","2","1","24","24039","Somerset","MD","PR"
"POINT (-77.41053855667599 39.41426112559425)","1,623","915125E","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","1","1","24","24021","Frederick","MD","PR"
